Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
Jock Landale,C,27,PHO,30,2,14.0,2.4,4.7,0.511,0.3,1.4,0.214,2.1,3.3,0.636,0.543,1.6,1.9,0.81,1.6,2.0,3.7,0.8,0.2,0.6,0.8,1.9,6.7,Below mean
Joe Harris,SG,31,BRK,29,18,25.7,3.1,7.3,0.425,1.9,5.0,0.382,1.2,2.3,0.515,0.554,0.4,0.6,0.706,0.4,2.4,2.8,1.7,0.6,0.3,0.6,2.5,8.5,Above mean
Joe Ingles,SF,35,MIL,5,0,17.6,1.2,5.0,0.24,0.8,4.2,0.19,0.4,0.8,0.5,0.32,0.6,0.6,1.0,0.4,1.0,1.4,1.4,0.4,0.0,2.0,1.4,3.8,Below mean
Joel Embiid,C,28,PHI,25,25,35.8,11.2,21.2,0.529,1.1,3.2,0.338,10.1,18.0,0.563,0.555,10.2,12.0,0.853,1.8,7.9,9.7,4.3,1.2,1.6,3.8,3.3,33.7,Above mean
John Butler,C,20,POR,4,0,3.8,0.3,0.8,0.333,0.0,0.5,0.0,0.3,0.3,1.0,0.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5,
John Collins,PF,25,ATL,27,27,30.6,4.9,9.9,0.496,0.7,3.1,0.235,4.2,6.8,0.617,0.534,2.1,2.6,0.812,1.1,6.6,7.7,1.3,0.8,1.3,1.2,3.2,12.7,Above mean
John Konchar,SG,26,MEM,31,20,25.8,2.7,6.0,0.452,1.3,3.5,0.38,1.4,2.5,0.551,0.562,0.5,0.6,0.842,1.0,4.5,5.6,1.5,1.1,0.3,0.6,1.6,7.3,Below mean
John Wall,PG,32,LAC,27,3,22.6,4.3,10.4,0.411,1.0,3.5,0.287,3.3,6.9,0.473,0.459,2.5,3.7,0.673,0.4,2.3,2.7,5.4,0.9,0.3,2.5,1.6,12.0,Above mean
John Wall,PG,32,LAC,27,3,22.6,4.3,10.4,0.411,1.0,3.5,0.287,3.3,6.9,0.473,0.459,2.5,3.7,0.673,0.4,2.3,2.7,5.4,0.9,0.3,2.5,1.6,12.0,Above mean
Johnny Davis,SG,20,WAS,10,0,5.0,0.4,1.3,0.308,0.0,0.3,0.0,0.4,1.0,0.4,0.308,0.3,0.3,1.0,0.1,0.6,0.7,0.2,0.0,0.1,0.1,1.2,1.1,Below mean
Jonas Valanciunas,C,30,NOP,34,34,24.2,5.4,10.3,0.521,0.6,1.9,0.344,4.7,8.4,0.561,0.553,2.4,2.9,0.845,2.9,6.5,9.4,1.9,0.4,0.4,1.9,2.9,13.8,Above mean
Jonathan Kuminga,PF,20,GSW,32,4,18.4,2.8,6.0,0.471,0.5,1.9,0.267,2.3,4.1,0.565,0.513,1.4,2.0,0.677,1.1,2.2,3.3,1.6,0.5,0.4,1.5,2.3,7.5,Below mean
Jordan Clarkson,SG,30,UTA,36,36,32.4,7.3,16.8,0.438,2.7,7.6,0.356,4.6,9.1,0.506,0.519,2.9,3.6,0.822,1.1,2.8,3.9,4.4,0.4,0.3,2.8,1.9,20.3,Above mean
Jordan Goodwin,PG,24,WAS,27,3,20.9,3.0,6.2,0.476,0.7,1.9,0.4,2.2,4.4,0.508,0.536,0.9,1.2,0.727,1.1,2.9,4.0,3.0,1.1,0.6,1.0,1.9,7.6,
Jordan Hall,SF,21,SAS,9,0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,
Jordan McLaughlin,PG,26,MIN,18,0,15.9,1.6,3.7,0.424,0.4,1.9,0.235,1.1,1.8,0.625,0.485,0.5,0.5,1.0,0.4,1.3,1.7,3.6,0.8,0.1,0.8,0.4,4.1,Below mean
Jordan Nwora,SF,24,MIL,26,3,16.6,2.0,5.5,0.368,1.0,2.8,0.365,1.0,2.7,0.371,0.462,1.1,1.3,0.848,0.8,2.3,3.1,1.0,0.3,0.1,0.9,0.8,6.2,Below mean
Jordan Poole,SG,23,GSW,36,17,29.1,6.7,15.7,0.427,2.4,7.8,0.309,4.3,7.9,0.544,0.504,3.9,4.6,0.866,0.3,1.9,2.2,4.3,0.7,0.3,3.4,2.3,19.8,Below mean
Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,
Jose Alvarado,PG,24,NOP,33,7,20.7,3.3,7.8,0.424,1.5,4.2,0.35,1.8,3.6,0.508,0.518,1.0,1.4,0.739,0.5,1.8,2.3,3.0,1.3,0.1,1.4,2.2,9.1,Below mean
Josh Christopher,SG,21,HOU,20,0,6.9,1.1,2.7,0.415,0.2,0.7,0.214,1.0,2.0,0.487,0.443,0.3,0.4,0.75,0.3,0.8,1.1,0.6,0.3,0.1,0.6,0.7,2.7,Below mean
Josh Giddey,SG,20,OKC,29,29,30.7,6.3,13.6,0.462,1.0,3.0,0.337,5.3,10.6,0.497,0.499,1.0,1.4,0.725,1.8,6.3,8.1,5.6,0.7,0.5,3.2,2.0,14.6,Below mean
Josh Green,SG,22,DAL,25,1,20.3,2.4,4.1,0.583,1.0,2.2,0.444,1.4,2.0,0.735,0.699,1.3,1.8,0.711,0.9,1.4,2.3,1.2,0.9,0.0,0.7,2.5,7.0,Below mean
Josh Hart,SG,27,POR,32,32,34.6,3.7,7.3,0.511,0.7,2.0,0.349,3.0,5.3,0.571,0.558,1.8,2.3,0.767,2.0,6.5,8.5,3.9,1.3,0.1,1.7,2.7,9.9,Above mean
Josh Minott,SF,20,MIN,6,0,2.5,0.5,0.8,0.6,0.0,0.2,0.0,0.5,0.7,0.75,0.6,0.7,0.7,1.0,0.3,0.2,0.5,0.3,0.2,0.2,0.0,0.2,1.7,Below mean
Josh Okogie,SG,24,PHO,31,0,11.8,1.5,3.6,0.398,0.4,1.5,0.25,1.1,2.1,0.508,0.451,1.1,1.5,0.745,1.4,1.6,3.0,1.1,0.6,0.4,0.7,1.4,4.4,Below mean
Josh Richardson,SG,29,SAS,24,3,23.1,3.7,9.2,0.4,1.8,5.0,0.353,1.9,4.2,0.455,0.495,1.5,1.8,0.857,0.5,1.8,2.3,2.8,0.8,0.1,1.7,1.7,10.6,Above mean
Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3.0,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,Below mean
Jrue Holiday,PG,32,MIL,26,25,33.1,7.0,15.5,0.453,2.2,6.1,0.365,4.8,9.4,0.51,0.525,2.6,2.9,0.893,1.3,4.0,5.3,7.5,1.5,0.5,3.3,2.0,18.9,Above mean
Juan Toscano-Anderson,SF,29,LAL,15,1,10.6,0.8,1.9,0.414,0.1,0.7,0.182,0.7,1.2,0.556,0.448,0.3,0.5,0.714,0.3,1.9,2.1,0.7,0.2,0.2,0.6,1.3,2.1,Below mean
Juancho Hernangómez,PF,27,TOR,23,9,18.9,1.8,3.7,0.477,0.6,2.1,0.292,1.2,1.7,0.711,0.558,0.2,0.5,0.455,1.0,3.0,3.9,0.7,0.5,0.2,0.6,1.3,4.4,Below mean
Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
Julius Randle,PF,28,NYK,35,35,34.5,7.9,16.9,0.468,2.5,7.2,0.341,5.4,9.7,0.562,0.541,5.0,6.6,0.765,2.0,7.7,9.6,3.6,0.7,0.3,2.6,3.1,23.3,Above mean
Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,Below mean
Justin Holiday,SG,33,ATL,26,0,15.4,1.8,4.7,0.38,1.1,3.2,0.345,0.7,1.4,0.459,0.5,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.5,1.3,4.7,Below mean
Justin Jackson,SF,27,BOS,14,0,4.6,0.2,1.0,0.214,0.2,0.9,0.25,0.0,0.1,0.0,0.321,0.0,0.0,,0.0,0.5,0.5,0.3,0.1,0.1,0.1,0.3,0.6,Below mean
Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,Below mean
Jusuf Nurkić,C,28,POR,30,30,28.8,5.5,10.2,0.541,0.9,1.9,0.464,4.6,8.3,0.558,0.584,2.9,4.3,0.68,2.5,7.4,9.9,3.0,0.8,1.0,2.4,3.5,14.8,Above mean
KZ Okpala,PF,23,SAC,22,3,8.2,0.6,1.3,0.464,0.2,0.6,0.385,0.4,0.7,0.533,0.554,0.3,0.3,1.0,0.3,1.0,1.3,0.5,0.2,0.3,0.2,1.2,1.7,Below mean
Kai Jones,C,22,CHO,22,0,9.9,1.2,2.5,0.5,0.1,0.5,0.273,1.1,2.0,0.558,0.528,0.4,0.5,0.727,0.9,1.4,2.2,0.2,0.2,0.5,0.4,1.4,3.0,Below mean
Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5.0,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,Above mean
Kawhi Leonard,SF,31,LAC,14,12,27.9,6.1,13.4,0.46,0.9,3.6,0.255,5.2,9.7,0.537,0.495,3.0,4.0,0.75,1.1,4.9,6.0,3.8,0.9,0.3,1.4,1.4,16.2,Above mean
Keegan Murray,SF,22,SAC,31,29,28.6,4.2,9.9,0.422,2.3,5.9,0.38,1.9,4.0,0.484,0.536,1.0,1.3,0.78,0.8,2.9,3.7,0.8,0.8,0.6,1.1,2.0,11.7,Below mean
Keita Bates-Diop,SF,27,SAS,27,10,18.4,3.0,5.8,0.522,0.5,1.4,0.351,2.6,4.4,0.575,0.564,1.3,1.6,0.81,1.2,1.8,3.0,0.8,0.7,0.1,0.8,0.9,7.8,Below mean
Keldon Johnson,SF,23,SAS,30,30,32.6,7.4,17.9,0.415,2.5,7.4,0.342,4.9,10.5,0.467,0.486,3.5,4.8,0.727,0.9,4.1,5.0,3.0,0.8,0.1,2.3,1.9,20.9,Below mean
Kelly Olynyk,PF,31,UTA,33,33,28.5,4.3,8.2,0.52,1.5,3.5,0.431,2.8,4.7,0.587,0.613,2.8,3.3,0.835,1.2,3.8,5.0,3.2,1.1,0.6,2.3,3.9,12.8,Above mean
Kelly Oubre Jr.,SF,27,CHO,34,30,33.2,7.7,18.1,0.424,2.4,7.6,0.311,5.3,10.5,0.506,0.489,2.9,4.1,0.71,1.5,3.7,5.2,1.2,1.6,0.4,1.3,3.0,20.6,Above mean
Kemba Walker,PG,32,DAL,6,1,20.7,3.5,8.5,0.412,1.0,4.2,0.24,2.5,4.3,0.577,0.471,2.8,3.5,0.81,0.5,2.2,2.7,2.8,0.0,0.3,0.7,1.7,10.8,Above mean
Kemba Walker,PG,32,DAL,6,1,20.7,3.5,8.5,0.412,1.0,4.2,0.24,2.5,4.3,0.577,0.471,2.8,3.5,0.81,0.5,2.2,2.7,2.8,0.0,0.3,0.7,1.7,10.8,Above mean
Kemba Walker,PG,32,DAL,6,1,20.7,3.5,8.5,0.412,1.0,4.2,0.24,2.5,4.3,0.577,0.471,2.8,3.5,0.81,0.5,2.2,2.7,2.8,0.0,0.3,0.7,1.7,10.8,Above mean
Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,
Kendrick Nunn,PG,27,LAL,28,2,11.6,2.0,5.5,0.364,0.8,2.7,0.307,1.2,2.8,0.418,0.438,0.4,0.5,0.923,0.0,1.0,1.1,0.9,0.2,0.0,1.0,0.8,5.3,Below mean
Kennedy Chandler,PG,20,MEM,15,0,10.3,1.3,3.4,0.392,0.1,0.8,0.167,1.2,2.6,0.462,0.412,0.3,0.6,0.444,0.2,1.3,1.5,2.3,0.5,0.3,0.9,0.5,3.1,Below mean
Kenneth Lofton Jr.,PF,20,MEM,5,0,4.6,1.4,2.8,0.5,0.0,0.2,0.0,1.4,2.6,0.538,0.5,0.2,0.6,0.333,0.2,0.6,0.8,0.8,0.0,0.0,0.2,0.6,3.0,
Kenrich Williams,PF,28,OKC,26,3,21.5,3.0,5.7,0.531,0.8,2.0,0.385,2.2,3.7,0.611,0.599,0.4,0.8,0.455,1.7,2.5,4.2,1.5,0.7,0.2,0.4,2.0,7.2,Below mean
Kentavious Caldwell-Pope,SG,29,DEN,33,33,31.6,4.1,8.7,0.465,2.1,4.5,0.456,2.0,4.2,0.475,0.583,1.2,1.4,0.809,0.5,2.6,3.1,2.2,1.2,0.4,1.2,2.1,11.3,Above mean
Kenyon Martin Jr.,SF,22,HOU,34,8,24.5,4.3,7.7,0.553,0.9,2.7,0.312,3.4,5.0,0.686,0.609,1.5,2.3,0.662,1.4,3.5,4.9,1.4,0.4,0.3,1.1,1.6,10.9,Below mean
Keon Ellis,SG,23,SAC,3,0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.0,
Keon Johnson,SG,20,POR,15,0,13.8,2.4,6.2,0.387,1.1,3.2,0.333,1.3,3.0,0.444,0.473,0.3,0.7,0.455,0.4,1.5,1.9,1.3,0.6,0.3,1.6,1.2,6.2,Below mean
Kessler Edwards,SF,22,BRK,13,1,5.7,0.5,1.7,0.273,0.2,0.8,0.182,0.3,0.8,0.364,0.318,0.1,0.2,0.5,0.5,0.6,1.1,0.2,0.2,0.1,0.3,0.2,1.2,Below mean
Kevin Durant,PF,34,BRK,34,34,36.4,10.6,19.0,0.56,1.8,4.8,0.37,8.9,14.2,0.624,0.607,6.8,7.4,0.928,0.4,6.6,6.9,5.4,0.8,1.5,3.5,2.5,29.9,Above mean
Kevin Huerter,SG,24,SAC,32,32,31.3,5.4,11.4,0.475,2.8,6.9,0.414,2.6,4.5,0.569,0.6,1.6,2.3,0.694,0.6,2.6,3.2,2.8,1.1,0.3,1.6,2.6,15.2,Above mean
Kevin Knox,SF,23,DET,30,0,14.0,2.0,4.4,0.455,1.0,2.9,0.36,1.0,1.5,0.63,0.572,0.6,0.8,0.783,0.5,1.9,2.4,0.4,0.4,0.3,0.6,1.8,5.6,Below mean
Kevin Love,PF,34,CLE,27,1,19.8,2.8,6.8,0.413,1.9,4.9,0.389,0.9,2.0,0.472,0.552,1.5,1.7,0.872,0.8,6.1,6.9,2.1,0.1,0.2,1.2,1.5,9.0,Above mean
Kevin Porter Jr.,PG,22,HOU,33,33,34.3,6.8,15.7,0.432,2.0,6.0,0.327,4.8,9.7,0.498,0.495,3.8,4.9,0.767,1.5,4.0,5.5,5.7,1.4,0.4,3.7,2.9,19.3,Below mean
Kevon Harris,SG,25,ORL,25,0,12.0,1.1,2.8,0.4,0.4,1.0,0.423,0.7,1.8,0.386,0.479,0.9,1.0,0.846,0.8,1.1,2.0,0.4,0.4,0.1,0.6,1.3,3.6,
Kevon Looney,C,26,GSW,36,36,22.8,2.8,4.3,0.639,0.0,0.0,,2.8,4.3,0.639,0.639,1.0,1.6,0.638,2.5,5.3,7.8,2.9,0.4,0.6,0.4,2.8,6.5,Below mean
Khem Birch,C,30,TOR,19,0,7.9,0.9,1.6,0.581,0.1,0.1,0.5,0.9,1.5,0.586,0.597,0.2,0.3,0.8,0.4,0.8,1.3,0.4,0.3,0.3,0.3,1.1,2.2,Below mean
Khris Middleton,SF,31,MIL,7,7,24.4,3.6,11.0,0.325,1.6,5.9,0.268,2.0,5.1,0.389,0.396,2.4,2.7,0.895,0.1,2.4,2.6,4.4,0.6,0.1,1.6,2.6,11.1,Above mean
Killian Hayes,PG,21,DET,37,24,25.5,3.6,9.5,0.381,1.1,3.4,0.323,2.5,6.2,0.412,0.438,0.8,1.0,0.806,0.4,2.5,2.9,5.3,1.1,0.4,1.8,3.0,9.1,Below mean
Kira Lewis Jr.,PG,21,NOP,2,0,11.5,2.0,5.5,0.364,0.5,1.5,0.333,1.5,4.0,0.375,0.409,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,5.5,Below mean
Klay Thompson,SG,32,GSW,28,28,31.4,6.7,16.9,0.397,3.7,9.8,0.375,3.0,7.1,0.429,0.506,1.6,1.8,0.88,0.6,3.2,3.8,2.5,0.7,0.5,1.8,1.9,18.7,Above mean
Kristaps Porzingis,PF,27,WAS,32,32,32.9,7.3,15.6,0.47,1.8,5.4,0.333,5.5,10.2,0.543,0.528,5.4,6.8,0.798,2.0,6.9,8.9,2.5,1.0,1.5,2.1,3.0,21.9,Above mean
Kyle Anderson,PF,29,MIN,25,10,24.3,2.6,5.5,0.478,0.4,1.2,0.345,2.2,4.4,0.514,0.514,1.6,2.0,0.8,0.5,3.7,4.2,3.4,1.1,0.8,1.4,1.9,7.3,Below mean
Kyle Kuzma,PF,27,WAS,35,35,35.4,8.3,17.7,0.466,2.5,7.5,0.341,5.7,10.3,0.557,0.538,2.6,3.7,0.703,0.9,6.6,7.5,3.6,0.6,0.4,2.7,2.5,21.6,Above mean
Kyle Lowry,PG,36,MIA,30,30,35.9,4.5,11.0,0.41,2.4,6.8,0.358,2.1,4.2,0.496,0.521,3.0,3.5,0.856,0.8,4.0,4.8,6.0,1.1,0.5,2.3,2.8,14.4,Above mean
Kyrie Irving,PG,30,BRK,25,25,36.7,9.6,19.8,0.488,3.0,8.4,0.362,6.6,11.4,0.581,0.565,3.8,4.2,0.913,0.8,4.1,4.9,4.7,0.7,0.9,2.4,2.8,26.1,Above mean
LaMelo Ball,PG,21,CHO,11,11,34.0,8.6,20.7,0.417,4.1,11.2,0.366,4.5,9.5,0.476,0.515,2.1,2.5,0.821,1.1,4.4,5.5,7.5,1.1,0.2,3.2,3.6,23.5,Below mean
Lamar Stevens,PF,25,CLE,19,15,23.3,2.6,6.1,0.435,0.7,2.1,0.333,1.9,4.0,0.487,0.491,0.9,1.3,0.708,0.7,3.3,3.9,0.6,0.5,0.4,0.7,1.4,6.8,Below mean
Landry Shamet,SG,25,PHO,25,2,19.5,3.0,7.6,0.402,2.1,5.4,0.388,1.0,2.2,0.436,0.54,1.2,1.4,0.912,0.3,1.0,1.3,2.0,0.6,0.2,0.9,1.4,9.4,Below mean
Larry Nance Jr.,PF,30,NOP,29,0,22.8,3.7,5.8,0.641,0.3,0.9,0.4,3.3,4.9,0.683,0.671,0.8,1.1,0.727,1.7,3.9,5.6,1.8,1.0,0.8,0.9,2.3,8.6,Below mean
Lauri Markkanen,SF,25,UTA,34,34,33.9,8.1,15.4,0.527,3.1,7.1,0.438,5.0,8.3,0.603,0.627,4.0,4.7,0.844,1.9,6.5,8.4,2.0,0.6,0.6,1.9,2.2,23.2,Above mean
LeBron James,PF,38,LAL,27,27,35.7,10.9,21.9,0.498,2.0,6.9,0.297,8.9,15.1,0.59,0.545,3.9,5.2,0.752,1.2,6.9,8.1,6.6,1.1,0.6,3.1,1.9,27.8,Above mean
Leandro Bolmaro,SG,22,UTA,10,0,5.8,0.3,1.6,0.188,0.0,0.3,0.0,0.3,1.3,0.231,0.188,0.0,0.0,,0.3,0.1,0.4,0.6,0.3,0.1,0.7,0.7,0.6,Below mean
Lindy Waters III,SG,25,OKC,10,0,12.5,1.2,3.3,0.364,1.1,3.1,0.355,0.1,0.2,0.5,0.53,0.1,0.1,1.0,0.3,1.2,1.5,0.7,0.4,0.0,0.3,1.0,3.6,
Lonnie Walker IV,SG,24,LAL,32,32,29.8,5.3,11.7,0.455,2.1,5.4,0.384,3.3,6.3,0.515,0.543,2.0,2.3,0.875,0.3,2.0,2.3,1.4,0.8,0.3,1.0,1.7,14.7,Below mean
Luguentz Dort,SG,23,OKC,33,33,30.6,4.7,11.7,0.402,1.6,5.2,0.314,3.1,6.5,0.472,0.472,2.6,3.5,0.754,1.5,2.8,4.2,2.4,1.0,0.3,1.5,3.2,13.6,Above mean
Luka Doncić,PG,23,DAL,32,32,37.0,11.4,22.5,0.506,2.9,8.1,0.355,8.5,14.4,0.591,0.57,7.9,10.7,0.741,1.0,7.7,8.7,8.8,1.7,0.6,3.8,2.9,33.6,Above mean
Luka Garza,C,24,MIN,7,0,3.7,0.9,1.4,0.6,0.0,0.4,0.0,0.9,1.0,0.857,0.6,0.4,0.6,0.75,0.4,0.7,1.1,0.4,0.0,0.0,0.1,0.7,2.1,
Luke Kennard,SG,26,LAC,24,7,22.5,3.3,6.6,0.5,2.0,4.3,0.476,1.3,2.3,0.545,0.655,0.5,0.6,0.929,0.2,2.5,2.8,1.2,0.6,0.1,0.9,1.4,9.2,Above mean
Luke Kornet,C,27,BOS,30,0,12.4,1.7,2.5,0.667,0.1,0.2,0.333,1.6,2.3,0.696,0.68,0.5,0.6,0.833,1.4,2.0,3.4,0.7,0.2,0.8,0.4,1.4,3.9,Below mean
Malachi Flynn,PG,24,TOR,22,1,15.2,2.5,5.9,0.426,1.5,3.1,0.471,1.0,2.8,0.377,0.55,0.5,0.6,0.846,0.4,1.0,1.4,1.3,0.5,0.1,0.5,1.5,7.0,Below mean
Malaki Branham,SF,19,SAS,20,4,18.2,2.6,5.9,0.441,1.0,3.1,0.323,1.6,2.8,0.571,0.525,0.7,0.8,0.867,0.3,1.3,1.6,1.6,0.4,0.2,1.0,1.4,6.9,Below mean
Malcolm Brogdon,PG,30,BOS,30,0,23.5,4.6,9.7,0.478,1.7,4.0,0.433,2.9,5.7,0.509,0.567,2.3,2.7,0.863,0.8,3.3,4.1,3.8,0.5,0.3,1.8,1.4,13.3,Above mean
Malcolm Hill,SF,27,CHI,3,0,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,
Malik Beasley,SG,26,UTA,37,5,27.2,5.1,12.5,0.41,3.2,8.6,0.374,1.9,3.9,0.49,0.539,0.7,0.9,0.818,0.5,3.1,3.7,1.5,0.9,0.1,1.0,1.4,14.2,Above mean
Malik Monk,SG,24,SAC,33,0,23.4,5.1,11.3,0.453,1.9,5.7,0.335,3.2,5.6,0.573,0.538,2.5,2.7,0.911,0.4,1.9,2.3,3.8,0.7,0.2,2.0,1.6,14.6,Below mean
Mamadi Diakite,PF,26,CLE,11,2,7.5,0.9,1.9,0.476,0.4,1.1,0.333,0.5,0.8,0.667,0.571,0.0,0.0,,0.3,0.7,1.0,0.2,0.2,0.5,0.5,1.0,2.2,
MarJon Beauchamp,SF,22,MIL,23,8,14.6,2.2,5.3,0.413,1.1,3.1,0.366,1.0,2.2,0.48,0.521,0.6,0.8,0.737,0.9,1.7,2.5,0.5,0.5,0.1,1.0,1.6,6.1,Below mean
Marcus Morris,PF,33,LAC,33,33,29.9,5.0,11.2,0.446,2.1,5.5,0.381,2.9,5.7,0.508,0.539,1.4,1.7,0.804,0.5,4.5,5.1,1.7,0.7,0.4,1.0,2.2,13.4,Above mean
Marcus Smart,PG,28,BOS,31,31,33.1,4.0,9.4,0.431,1.8,5.3,0.348,2.2,4.1,0.54,0.529,1.4,1.8,0.782,0.6,2.6,3.3,7.3,1.4,0.4,2.2,2.8,11.3,Above mean
Mark Williams,C,21,CHO,5,0,9.4,2.0,3.2,0.625,0.0,0.0,,2.0,3.2,0.625,0.625,1.2,1.4,0.857,1.0,2.2,3.2,0.4,0.6,0.4,0.6,1.8,5.2,Below mean
Markelle Fultz,SG,24,ORL,15,15,27.0,4.7,10.3,0.455,0.5,1.3,0.4,4.1,8.9,0.463,0.481,1.4,2.1,0.677,1.1,2.8,3.9,5.3,1.5,0.3,2.3,2.4,11.3,Above mean
Markieff Morris,PF,33,BRK,19,1,11.4,1.4,3.2,0.443,1.0,2.1,0.487,0.4,1.2,0.364,0.598,0.3,0.3,1.0,0.5,1.8,2.3,1.0,0.3,0.2,0.6,1.2,4.2,Below mean
Marko Simonovic,C,23,CHI,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Below mean
Marvin Bagley III,PF,23,DET,22,13,21.9,4.4,8.0,0.545,0.4,1.3,0.286,4.0,6.7,0.595,0.568,1.6,2.1,0.783,2.1,4.0,6.1,0.6,0.6,0.7,1.0,2.0,10.7,Above mean
Mason Plumlee,C,32,CHO,35,35,27.6,3.9,6.3,0.621,0.0,0.0,,3.9,6.3,0.621,0.621,2.3,4.0,0.579,3.3,5.9,9.2,3.8,0.7,0.7,1.7,3.2,10.1,Below mean
Matisse Thybulle,SG,25,PHI,29,5,11.3,0.9,2.2,0.406,0.4,1.2,0.306,0.5,1.0,0.536,0.492,0.1,0.2,0.5,0.3,0.8,1.1,0.4,0.8,0.2,0.2,1.2,2.3,Below mean
Matt Ryan,SF,25,TOT,19,0,8.4,0.9,3.0,0.316,0.8,2.3,0.372,0.1,0.7,0.143,0.456,0.2,0.3,0.8,0.1,0.8,0.9,0.4,0.2,0.0,0.2,0.8,2.9,
Matthew Dellavedova,PG,32,SAC,14,0,7.1,0.5,1.6,0.304,0.2,0.7,0.3,0.3,0.9,0.308,0.37,0.1,0.2,0.333,0.1,0.3,0.4,1.4,0.4,0.0,0.4,0.9,1.3,Below mean
Max Christie,SG,19,LAL,19,0,12.6,1.0,2.8,0.358,0.7,1.8,0.412,0.3,1.0,0.263,0.491,0.3,0.3,0.833,0.3,2.0,2.3,0.5,0.2,0.1,0.3,0.6,3.0,Below mean
Max Strus,SF,26,MIA,33,19,30.5,4.6,11.6,0.398,2.7,8.1,0.33,2.0,3.5,0.556,0.513,0.9,1.2,0.816,0.5,2.9,3.4,1.8,0.7,0.2,0.9,2.1,12.9,Below mean
Maxi Kleber,C,31,DAL,22,0,25.6,2.3,4.7,0.49,1.1,3.0,0.369,1.2,1.8,0.692,0.606,0.5,0.6,0.786,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2,Below mean
McKinley Wright IV,PG,24,DAL,5,0,7.4,0.8,2.0,0.4,0.0,0.4,0.0,0.8,1.6,0.5,0.4,0.0,0.2,0.0,0.8,0.6,1.4,1.2,0.8,0.2,0.8,1.2,1.6,
Mfiondu Kabengele,PF,25,BOS,1,0,8.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,
Micah Potter,PF,24,UTA,3,0,4.7,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,0.0,0.0,,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3,
Michael Foster Jr.,PF,20,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michael Porter Jr.,SF,24,DEN,20,20,29.6,6.2,13.1,0.473,2.9,6.9,0.42,3.3,6.2,0.532,0.584,1.6,2.0,0.775,1.1,5.0,6.1,1.3,0.7,0.5,1.3,2.7,16.9,Above mean
